0.058354627	0.103182174	-0.03412882	0.20291278	0.006937871	0.03426977	0.06459327	-0.0966734	-0.009321687	0.02680254	-0.05112373	0.13550241	-0.19121337	0.29666787	0.00076260936	0.05401346
-0.019541165	0.22088903	0.13044785	0.39244014	-0.36167014	0.10410975	-0.036655396	-0.28829524	-0.47750792	0.028589008	-0.31342885	-0.18745911	-0.050895263	0.23905434	0.06470842	0.23612596
0.15240917	0.213536	0.11287184	-0.116962664	0.099482864	-0.08581589	0.03624553	-0.2089045	0.1831056	0.04655207	0.16066961	0.28156245	0.050262947	0.11235253	0.06548648	0.008097807
0.23629166	0.10320373	0.01742269	-0.032988444	0.17667378	-0.038037527	0.0651067	-0.094707765	0.17514978	-0.030324362	0.12885903	0.40087476	-0.13422012	0.102262296	0.0021244804	0.012910873
-0.026587887	-0.004042308	-0.15986341	0.171313	0.16623473	0.015109664	0.05822999	0.06382318	0.18366893	0.013427608	-0.06744202	0.21292664	-0.20061266	0.14612526	0.023635754	-0.04491384
0.53023195	0.43443218	0.44017473	-0.4641236	0.121311046	-0.07331856	0.023375481	-0.42308542	0.36033064	0.20363535	0.4613313	0.54334116	0.23243421	-0.22123587	-0.10002742	0.10444922
-0.02186798	0.032109126	-0.04491701	0.2223146	-0.0089891385	-0.0021256378	0.0129885515	0.008056777	-0.109123744	-0.09046256	-0.13754268	0.085738294	-0.1506225	0.26142663	-0.0054219775	-0.06912991
-0.04970299	0.03819111	-0.058150306	0.21794683	-0.01683934	0.02788066	-0.09559292	-0.02234326	-0.015875794	0.0602737	-0.14537896	0.041828275	-0.16244425	0.15947147	-0.076370575	0.013573333
0.117423706	-0.103369	-0.1445453	-0.1628317	0.44106764	-0.005202109	-0.11513696	0.15910092	0.56732917	0.26982298	0.33409283	0.6767664	-0.20501709	-0.10989939	-0.16063987	-0.22757743
0.259309	0.28436127	0.24787067	-0.16497867	-0.07061763	0.038907014	-0.032533254	-0.22904675	-0.0648937	0.1265916	0.1898648	0.27487034	-0.045176383	0.015852865	-0.11647743	0.1358738
0.06416365	0.21269335	0.053168092	0.14571875	-0.22565125	0.4359499	-0.4032225	-0.14318222	-0.25656646	0.3848424	0.06286979	0.17110838	-0.39938262	-0.17647627	-0.38206795	0.3367649
-0.39006734	-0.08563232	-0.21847051	0.5211581	-0.020247785	0.3030831	-0.3641413	0.20607968	-0.047894478	0.40529737	-0.38618758	-0.018941779	-0.37165192	0.01002272	-0.2729992	0.03682093
-0.19899438	-0.27695003	-0.29662073	0.23135658	0.44828752	-0.079705566	0.115714625	0.23673603	0.5011725	0.05263533	-0.109073885	0.34036243	-0.2882996	0.15439366	-0.029871305	-0.24505313
0.030802924	0.05229353	-0.0050280895	0.2693787	-0.04170538	-0.08007298	0.16036563	-0.08561705	-0.09178015	-0.19808671	-0.19964352	-0.055671126	-0.052402116	0.40301985	0.15881433	-0.06854177
-0.11269434	-0.01809411	-0.0319316	0.28054214	-0.0581501	-0.28824672	0.33251977	-0.042975448	-0.08598346	-0.29288152	-0.27528635	-0.3031234	0.25292498	0.4488259	0.35643756	-0.16846909
-0.32685465	0.09377265	0.039534986	0.5421244	-0.36112127	-0.039843645	0.041344512	-0.11778903	-0.4146047	-0.062040005	-0.409225	-0.381911	-0.046505593	0.3161515	0.22245288	-0.022129906
-0.312702	-0.06120881	-0.13382955	0.5058653	-0.14138569	-0.15836923	0.23018053	-0.030412188	-0.12371835	-0.12712802	-0.4075017	-0.3287481	0.08438864	0.43161207	0.27397767	-0.10723215
0.14348891	0.1354661	0.12618099	0.01852539	0.025958184	-0.2443267	0.3247496	-0.15326515	-0.011676445	-0.30099684	-0.042817958	0.080360346	0.211411	0.34421152	0.23350446	-0.12593314
0.89214534	0.8294514	0.8881223	-0.8492867	-0.054887637	-0.29555696	0.23411484	-0.88421744	0.27052844	-0.16487601	0.84618074	0.7931018	0.45722485	-0.09963628	0.19600695	0.100946784
