time,artemia_count,temperature
2025-05-08 00:00:00,134,26.73029435414169
2025-05-08 00:01:00,130,26.764474519782848
2025-05-08 00:02:00,130,26.855084875603115
2025-05-08 00:03:00,131,27.605565890701943
2025-05-08 00:04:00,130,27.385087985024548
2025-05-08 00:05:00,134,27.58690626231815
2025-05-08 00:06:00,134,27.166333449844547
2025-05-08 00:07:00,130,27.047812992100333
2025-05-08 00:08:00,133,26.689415673795928
2025-05-08 00:09:00,134,26.63112939800245
2025-05-08 00:10:00,134,27.459612161186342
2025-05-08 00:11:00,133,27.16340989320051
2025-05-08 00:12:00,134,26.749595287862604
2025-05-08 00:13:00,133,27.07324955517716
2025-05-08 00:14:00,130,26.61840362739697
2025-05-08 00:15:00,129,25.9410215088326
2025-05-08 00:16:00,128,26.0120420871926
2025-05-08 00:17:00,127,26.027634212379123
2025-05-08 00:18:00,128,26.060179875070418
2025-05-08 00:19:00,127,26.13545298036923
2025-05-08 00:20:00,128,26.372569654754702
2025-05-08 00:21:00,129,26.307761310658005
2025-05-08 00:22:00,127,26.24334055862437
2025-05-08 00:23:00,126,26.516318716673123
2025-05-08 00:24:00,126,26.158588238861697
2025-05-08 00:25:00,125,26.4892306570985
2025-05-08 00:26:00,123,26.57194068374609
2025-05-08 00:27:00,123,26.65305760073758
2025-05-08 00:28:00,121,26.786362803387863
2025-05-08 00:29:00,123,26.9271538673274
2025-05-08 00:30:00,124,27.0138584149624
2025-05-08 00:31:00,126,26.884973047286294
2025-05-08 00:32:00,125,27.11304958341258
2025-05-08 00:33:00,124,27.211610387693646
2025-05-08 00:34:00,124,27.123527992701938
2025-05-08 00:35:00,126,27.28711937712269
2025-05-08 00:36:00,126,27.25255370918871
2025-05-08 00:37:00,126,27.503452615145637
2025-05-08 00:38:00,128,27.64373714929945
2025-05-08 00:39:00,126,27.49751034543305
2025-05-08 00:40:00,125,27.7017492925448
2025-05-08 00:41:00,127,27.81498594189628
2025-05-08 00:42:00,127,27.90107955126234
2025-05-08 00:43:00,126,27.953412449975644
2025-05-08 00:44:00,127,27.912003719661552
2025-05-08 00:45:00,128,27.887379970546487
2025-05-08 00:46:00,127,27.93308654363336
2025-05-08 00:47:00,125,28.010140111817936
2025-05-08 00:48:00,125,28.149302244997493
2025-05-08 00:49:00,127,27.908056480331076
2025-05-08 00:50:00,127,28.053274962197367
2025-05-08 00:51:00,129,28.0321567664626
2025-05-08 00:52:00,127,28.18667953602648
2025-05-08 00:53:00,129,27.96928422292999
2025-05-08 00:54:00,131,28.054986801195515
2025-05-08 00:55:00,129,27.791616922738783
2025-05-08 00:56:00,129,27.8291590681666
2025-05-08 00:57:00,130,27.981715334232145
2025-05-08 00:58:00,131,27.712911787651247
2025-05-08 00:59:00,133,27.742848738357257
2025-05-08 01:00:00,134,27.61168248194331
2025-05-08 01:01:00,136,27.3815109237134
2025-05-08 01:02:00,136,27.537102147186847
2025-05-08 01:03:00,135,27.320703549750583
2025-05-08 01:04:00,135,27.06856179512373
2025-05-08 01:05:00,134,27.152783919709897
2025-05-08 01:06:00,136,26.924808494820034
2025-05-08 01:07:00,138,27.23535409211004
2025-05-08 01:08:00,140,26.970619318715187
2025-05-08 01:09:00,139,26.952034975880736
2025-05-08 01:10:00,138,26.71481060436023
2025-05-08 01:11:00,137,26.664727292199245
2025-05-08 01:12:00,135,26.51887177900129
2025-05-08 01:13:00,136,26.46092074074967
2025-05-08 01:14:00,138,26.41163622807125
2025-05-08 01:15:00,139,26.48568245348001
2025-05-08 01:16:00,137,26.221771784212542
2025-05-08 01:17:00,139,26.23637109018962
2025-05-08 01:18:00,141,26.22483596554089
2025-05-08 01:19:00,140,26.2716282672374
2025-05-08 01:20:00,138,26.183386204909144
2025-05-08 01:21:00,140,26.080657441526217
2025-05-08 01:22:00,140,26.021508622246493
2025-05-08 01:23:00,141,26.046034380902537
2025-05-08 01:24:00,140,25.860507780715373
2025-05-08 01:25:00,138,26.000903933995243
2025-05-08 01:26:00,139,26.05213187374113
2025-05-08 01:27:00,140,26.09247037365614
2025-05-08 01:28:00,142,26.04695716818317
2025-05-08 01:29:00,143,26.096041712370965
2025-05-08 01:30:00,144,25.84296201745936
2025-05-08 01:31:00,144,26.105711747882644
2025-05-08 01:32:00,145,26.073409459224457
2025-05-08 01:33:00,146,26.22970044727651
2025-05-08 01:34:00,144,26.31693186866349
2025-05-08 01:35:00,142,26.340801076260917
2025-05-08 01:36:00,144,26.388427835223307
2025-05-08 01:37:00,144,26.481345108880262
2025-05-08 01:38:00,143,26.551133571213427
2025-05-08 01:39:00,143,26.542223588341653
2025-05-08 01:40:00,143,26.57569611572443
2025-05-08 01:41:00,144,26.72571784042386
2025-05-08 01:42:00,143,26.89873788483109
2025-05-08 01:43:00,141,26.696905765448115
2025-05-08 01:44:00,140,26.881937740084908
2025-05-08 01:45:00,140,27.228385022626217
2025-05-08 01:46:00,141,27.427939841471584
2025-05-08 01:47:00,140,27.169583314938198
2025-05-08 01:48:00,142,27.34423017842405
2025-05-08 01:49:00,140,27.434482206314
2025-05-08 01:50:00,138,27.57024726809073
2025-05-08 01:51:00,139,27.576044557191388
2025-05-08 01:52:00,139,27.69775970005464
2025-05-08 01:53:00,137,27.557384062706124
2025-05-08 01:54:00,139,27.717084719343458
2025-05-08 01:55:00,139,27.897105304258613
2025-05-08 01:56:00,137,27.7417312076795
2025-05-08 01:57:00,138,27.985474478324523
2025-05-08 01:58:00,140,28.036238165697966
2025-05-08 01:59:00,141,28.13930259934728
2025-05-08 02:00:00,143,27.974504934839263
2025-05-08 02:01:00,143,27.991805700037578
2025-05-08 02:02:00,145,28.03873408637908
2025-05-08 02:03:00,146,27.889292791738026
2025-05-08 02:04:00,147,28.15114644703963
2025-05-08 02:05:00,145,27.899681976107765
2025-05-08 02:06:00,145,27.99307383460175
2025-05-08 02:07:00,143,27.949287252115493
2025-05-08 02:08:00,141,27.752711653217062
2025-05-08 02:09:00,141,27.65672946928184
2025-05-08 02:10:00,143,27.797896080600108
2025-05-08 02:11:00,144,27.79809645022719
2025-05-08 02:12:00,142,27.777221340249568
2025-05-08 02:13:00,141,27.56751385328362
2025-05-08 02:14:00,141,27.58932379008513
2025-05-08 02:15:00,139,27.561430029153016
2025-05-08 02:16:00,138,27.52145968519658
2025-05-08 02:17:00,137,27.27039579448367
2025-05-08 02:18:00,139,27.19993788106736
2025-05-08 02:19:00,140,27.0200514328487
2025-05-08 02:20:00,138,26.97170848689445
2025-05-08 02:21:00,137,27.0307176034708
2025-05-08 02:22:00,137,26.51829382334476
2025-05-08 02:23:00,138,26.808936685363516
2025-05-08 02:24:00,138,26.54208613095344
2025-05-08 02:25:00,138,26.52461326274227
2025-05-08 02:26:00,140,26.49943636451645
